code,alt_code,usage,usage_uk,description,modifier_4,modifier_5,qualifiers,gender_mask,min_age,max_age,tree_description
E10,E10,DEFAULT,3,Type 1 diabetes mellitus,,,,NA,NA,NA,
E10.0,E100,DEFAULT,3,Type 1 diabetes mellitus,With coma,,,NA,NA,NA,
E10.1,E101,DEFAULT,3,Type 1 diabetes mellitus,With ketoacidosis,,,NA,NA,NA,
E10.2,E102,DAGGER,4,Type 1 diabetes mellitus,With renal complications,,,NA,NA,NA,
E10.3,E103,DAGGER,4,Type 1 diabetes mellitus,With ophthalmic complications,,,NA,NA,NA,
E10.4,E104,DAGGER,4,Type 1 diabetes mellitus,With neurological complications,,,NA,NA,NA,
E10.5,E105,DEFAULT,3,Type 1 diabetes mellitus,With peripheral circulatory complications,,,NA,NA,NA,
E10.6,E106,DEFAULT,3,Type 1 diabetes mellitus,With other specified complications,,,NA,NA,NA,
E10.7,E107,DEFAULT,3,Type 1 diabetes mellitus,With multiple complications,,,NA,NA,NA,
E10.8,E108,DEFAULT,3,Type 1 diabetes mellitus,With unspecified complications,,,NA,NA,NA,
E10.9,E109,DEFAULT,3,Type 1 diabetes mellitus,Without complications,,,NA,NA,NA,
E11,E11,DEFAULT,3,Type 2 diabetes mellitus,,,,NA,NA,NA,
E11.0,E110,DEFAULT,3,Type 2 diabetes mellitus,With coma,,,NA,40,NA,
E11.1,E111,DEFAULT,3,Type 2 diabetes mellitus,With ketoacidosis,,,NA,40,NA,
E11.2,E112,DAGGER,4,Type 2 diabetes mellitus,With renal complications,,,NA,40,NA,
E11.3,E113,DAGGER,4,Type 2 diabetes mellitus,With ophthalmic complications,,,NA,40,NA,
E11.4,E114,DAGGER,4,Type 2 diabetes mellitus,With neurological complications,,,NA,40,NA,
E11.5,E115,DEFAULT,3,Type 2 diabetes mellitus,With peripheral circulatory complications,,,NA,40,NA,
E11.6,E116,DEFAULT,3,Type 2 diabetes mellitus,With other specified complications,,,NA,40,NA,
E11.7,E117,DEFAULT,3,Type 2 diabetes mellitus,With multiple complications,,,NA,40,NA,
E11.8,E118,DEFAULT,3,Type 2 diabetes mellitus,With unspecified complications,,,NA,40,NA,
E11.9,E119,DEFAULT,3,Type 2 diabetes mellitus,Without complications,,,NA,40,NA,
E14,E14,DEFAULT,3,Unspecified diabetes mellitus,,,,NA,NA,NA,
E14.0,E140,DEFAULT,3,Unspecified diabetes mellitus,With coma,,,NA,NA,NA,
E14.1,E141,DEFAULT,3,Unspecified diabetes mellitus,With ketoacidosis,,,NA,NA,NA,
E14.2,E142,DAGGER,4,Unspecified diabetes mellitus,With renal complications,,,NA,NA,NA,
E14.3,E143,DAGGER,4,Unspecified diabetes mellitus,With ophthalmic complications,,,NA,NA,NA,
E14.4,E144,DAGGER,4,Unspecified diabetes mellitus,With neurological complications,,,NA,NA,NA,
E14.5,E145,DEFAULT,3,Unspecified diabetes mellitus,With peripheral circulatory complications,,,NA,NA,NA,
E14.6,E146,DEFAULT,3,Unspecified diabetes mellitus,With other specified complications,,,NA,NA,NA,
E14.7,E147,DEFAULT,3,Unspecified diabetes mellitus,With multiple complications,,,NA,NA,NA,
E14.8,E148,DEFAULT,3,Unspecified diabetes mellitus,With unspecified complications,,,NA,NA,NA,
E14.9,E149,DEFAULT,3,Unspecified diabetes mellitus,Without complications,,,NA,NA,NA,
G59.0,G590,ASTERISK,2,Diabetic mononeuropathy,,,,NA,NA,NA,
G63.2,G632,ASTERISK,2,Diabetic polyneuropathy,,,,NA,NA,NA,
H28.0,H280,ASTERISK,2,Diabetic cataract,,,,NA,NA,NA,
H36.0,H360,ASTERISK,2,Diabetic retinopathy,,,,NA,NA,NA,
M14.2,M142,ASTERISK,2,Diabetic arthropathy,,,,NA,NA,NA,
N08.3,N083,ASTERISK,2,Glomerular disorders in diabetes mellitus,,,,NA,NA,NA,
O24.0,O240,DEFAULT,3,Diabetes mellitus in pregnancy: Pre-existing type 1 diabetes mellitus,,,,1,15,45,Pre-existing type 1 diabetes mellitus
O24.1,O241,DEFAULT,3,Diabetes mellitus in pregnancy: Pre-existing type 2 diabetes mellitus,,,,1,15,45,Pre-existing type 2 diabetes mellitus
O24.3,O243,DEFAULT,3,"Diabetes mellitus in pregnancy: Pre-existing diabetes mellitus, unspecified",,,,1,15,45,"Pre-existing diabetes mellitus, unspecified"
