code,alt_code,usage,usage_uk,description,modifier_4,modifier_5,qualifiers,gender_mask,min_age,max_age,tree_description
M07.2,M072,ASTERISK,2,Psoriatic spondylitis,,,,NA,NA,NA,
M07.20,M0720,ASTERISK,2,Psoriatic spondylitis,,Multiple sites,,NA,NA,NA,
M07.21,M0721,ASTERISK,2,Psoriatic spondylitis,,Shoulder region,,NA,NA,NA,
M07.22,M0722,ASTERISK,2,Psoriatic spondylitis,,Upper arm,,NA,NA,NA,
M07.23,M0723,ASTERISK,2,Psoriatic spondylitis,,Forearm,,NA,NA,NA,
M07.24,M0724,ASTERISK,2,Psoriatic spondylitis,,Hand,,NA,NA,NA,
M07.25,M0725,ASTERISK,2,Psoriatic spondylitis,,Pelvic region and thigh,,NA,NA,NA,
M07.26,M0726,ASTERISK,2,Psoriatic spondylitis,,Lower leg,,NA,NA,NA,
M07.27,M0727,ASTERISK,2,Psoriatic spondylitis,,Ankle and foot,,NA,NA,NA,
M07.28,M0728,ASTERISK,2,Psoriatic spondylitis,,Other,,NA,NA,NA,
M07.29,M0729,ASTERISK,2,Psoriatic spondylitis,,Site unspecified,,NA,NA,NA,
M07.3,M073,ASTERISK,2,Other psoriatic arthropathies,,,,NA,NA,NA,
M07.30,M0730,ASTERISK,2,Other psoriatic arthropathies,,Multiple sites,,NA,NA,NA,
M07.31,M0731,ASTERISK,2,Other psoriatic arthropathies,,Shoulder region,,NA,NA,NA,
M07.32,M0732,ASTERISK,2,Other psoriatic arthropathies,,Upper arm,,NA,NA,NA,
M07.33,M0733,ASTERISK,2,Other psoriatic arthropathies,,Forearm,,NA,NA,NA,
M07.34,M0734,ASTERISK,2,Other psoriatic arthropathies,,Hand,,NA,NA,NA,
M07.35,M0735,ASTERISK,2,Other psoriatic arthropathies,,Pelvic region and thigh,,NA,NA,NA,
M07.36,M0736,ASTERISK,2,Other psoriatic arthropathies,,Lower leg,,NA,NA,NA,
M07.37,M0737,ASTERISK,2,Other psoriatic arthropathies,,Ankle and foot,,NA,NA,NA,
M07.38,M0738,ASTERISK,2,Other psoriatic arthropathies,,Other,,NA,NA,NA,
M07.39,M0739,ASTERISK,2,Other psoriatic arthropathies,,Site unspecified,,NA,NA,NA,
M09.0,M090,ASTERISK,2,Juvenile arthritis in psoriasis,,,,NA,NA,NA,
M09.00,M0900,ASTERISK,2,Juvenile arthritis in psoriasis,,Multiple sites,,NA,NA,NA,
M09.01,M0901,ASTERISK,2,Juvenile arthritis in psoriasis,,Shoulder region,,NA,NA,NA,
M09.02,M0902,ASTERISK,2,Juvenile arthritis in psoriasis,,Upper arm,,NA,NA,NA,
M09.03,M0903,ASTERISK,2,Juvenile arthritis in psoriasis,,Forearm,,NA,NA,NA,
M09.04,M0904,ASTERISK,2,Juvenile arthritis in psoriasis,,Hand,,NA,NA,NA,
M09.05,M0905,ASTERISK,2,Juvenile arthritis in psoriasis,,Pelvic region and thigh,,NA,NA,NA,
M09.06,M0906,ASTERISK,2,Juvenile arthritis in psoriasis,,Lower leg,,NA,NA,NA,
M09.07,M0907,ASTERISK,2,Juvenile arthritis in psoriasis,,Ankle and foot,,NA,NA,NA,
M09.08,M0908,ASTERISK,2,Juvenile arthritis in psoriasis,,Other,,NA,NA,NA,
M09.09,M0909,ASTERISK,2,Juvenile arthritis in psoriasis,,Site unspecified,,NA,NA,NA,
