code,alt_code,usage,usage_uk,description,modifier_4,modifier_5,qualifiers,gender_mask,min_age,max_age,tree_description
D86.0,D860,DEFAULT,3,Sarcoidosis of lung,,,,NA,NA,NA,
D86.2,D862,DEFAULT,3,Sarcoidosis of lung with sarcoidosis of lymph nodes,,,,NA,NA,NA,
E84,E84,DEFAULT,3,Cystic fibrosis,,,,NA,NA,NA,
E84.0,E840,DEFAULT,3,Cystic fibrosis with pulmonary manifestations,,,,NA,NA,NA,
E84.1,E841,DEFAULT,3,Cystic fibrosis with intestinal manifestations,,,,NA,NA,NA,
E84.8,E848,DEFAULT,3,Cystic fibrosis with other manifestations,,,,NA,NA,NA,
E84.9,E849,DEFAULT,3,"Cystic fibrosis, unspecified",,,,NA,NA,NA,
J41,J41,DEFAULT,3,Simple and mucopurulent chronic bronchitis,,,,NA,NA,NA,
J41.0,J410,DEFAULT,3,Simple chronic bronchitis,,,,NA,NA,NA,
J41.1,J411,DEFAULT,3,Mucopurulent chronic bronchitis,,,,NA,NA,NA,
J41.8,J418,DEFAULT,3,Mixed simple and mucopurulent chronic bronchitis,,,,NA,NA,NA,
J42,J42X,DEFAULT,3,Unspecified chronic bronchitis,,,,NA,NA,NA,
J43,J43,DEFAULT,3,Emphysema,,,,NA,NA,NA,
J43.1,J431,DEFAULT,3,Panlobular emphysema,,,,NA,NA,NA,
J43.2,J432,DEFAULT,3,Centrilobular emphysema,,,,NA,NA,NA,
J43.8,J438,DEFAULT,3,Other emphysema,,,,NA,NA,NA,
J43.9,J439,DEFAULT,3,"Emphysema, unspecified",,,,NA,NA,NA,
J44,J44,DEFAULT,3,Other chronic obstructive pulmonary disease,,,,NA,NA,NA,
J44.0,J440,DEFAULT,3,Chronic obstructive pulmonary disease with acute lower respiratory infection,,,,NA,NA,NA,
J44.1,J441,DEFAULT,3,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",,,,NA,NA,NA,
J44.8,J448,DEFAULT,3,Other specified chronic obstructive pulmonary disease,,,,NA,NA,NA,
J44.9,J449,DEFAULT,3,"Chronic obstructive pulmonary disease, unspecified",,,,NA,NA,NA,
J47,J47X,DEFAULT,3,Bronchiectasis,,,,NA,NA,NA,
J60,J60X,DEFAULT,3,Coalworker pneumoconiosis,,,,NA,NA,NA,
J61,J61X,DEFAULT,3,Pneumoconiosis due to asbestos and other mineral fibres,,,,NA,NA,NA,
J62,J62,DEFAULT,3,Pneumoconiosis due to dust containing silica,,,,NA,NA,NA,
J62.0,J620,DEFAULT,3,Pneumoconiosis due to talc dust,,,,NA,NA,NA,
J62.8,J628,DEFAULT,3,Pneumoconiosis due to other dust containing silica,,,,NA,NA,NA,
J63,J63,DEFAULT,3,Pneumoconiosis due to other inorganic dusts,,,,NA,NA,NA,
J63.0,J630,DEFAULT,3,Aluminosis (of lung),,,,NA,NA,NA,
J63.1,J631,DEFAULT,3,Bauxite fibrosis (of lung),,,,NA,NA,NA,
J63.2,J632,DEFAULT,3,Berylliosis,,,,NA,NA,NA,
J63.3,J633,DEFAULT,3,Graphite fibrosis (of lung),,,,NA,NA,NA,
J63.4,J634,DEFAULT,3,Siderosis,,,,NA,NA,NA,
J63.5,J635,DEFAULT,3,Stannosis,,,,NA,NA,NA,
J63.8,J638,DEFAULT,3,Pneumoconiosis due to other specified inorganic dusts,,,,NA,NA,NA,
J64,J64X,DEFAULT,3,Unspecified pneumoconiosis,,,,NA,NA,NA,
J65,J65X,DEFAULT,3,Pneumoconiosis associated with tuberculosis,,,,NA,NA,NA,
J66.0,J660,DEFAULT,3,Byssinosis,,,,NA,NA,NA,
J66.2,J662,DEFAULT,3,Cannabinosis,,,,NA,NA,NA,
J67,J67,DEFAULT,3,Hypersensitivity pneumonitis due to organic dust,,,,NA,NA,NA,
J67.0,J670,DEFAULT,3,Farmer lung,,,,NA,NA,NA,
J67.1,J671,DEFAULT,3,Bagassosis,,,,NA,NA,NA,
J67.2,J672,DEFAULT,3,Bird fancier lung,,,,NA,NA,NA,
J67.3,J673,DEFAULT,3,Suberosis,,,,NA,NA,NA,
J67.4,J674,DEFAULT,3,Maltworker lung,,,,NA,NA,NA,
J67.5,J675,DEFAULT,3,Mushroom-worker lung,,,,NA,NA,NA,
J67.6,J676,DEFAULT,3,Maple-bark-stripper lung,,,,NA,NA,NA,
J67.7,J677,DEFAULT,3,Air-conditioner and humidifier lung,,,,NA,NA,NA,
J67.8,J678,DEFAULT,3,Hypersensitivity pneumonitis due to other organic dusts,,,,NA,NA,NA,
J67.9,J679,DEFAULT,3,Hypersensitivity pneumonitis due to unspecified organic dust,,,,NA,NA,NA,
J70.2,J702,DEFAULT,3,Acute drug-induced interstitial lung disorders,,,,NA,NA,NA,
J70.3,J703,DEFAULT,3,Chronic drug-induced interstitial lung disorders,,,,NA,NA,NA,
J70.4,J704,DEFAULT,3,"Drug-induced interstitial lung disorders, unspecified",,,,NA,NA,NA,
J95.3,J953,DEFAULT,3,Chronic pulmonary insufficiency following surgery,,,,NA,NA,NA,
J96.1,J961,DEFAULT,3,Chronic respiratory failure,,,,NA,NA,NA,
J96.10,J9610,DEFAULT,3,Chronic respiratory failure,,Type I [hypoxic],,NA,NA,NA,
J96.11,J9611,DEFAULT,3,Chronic respiratory failure,,Type II [hypercapnic],,NA,NA,NA,
J96.19,J9619,DEFAULT,3,Chronic respiratory failure,,Type unspecified,,NA,NA,NA,
J98.2,J982,DEFAULT,3,Interstitial emphysema,,,,NA,NA,NA,
J98.3,J983,DEFAULT,3,Compensatory emphysema,,,,NA,NA,NA,
J99.0,J990,ASTERISK,2,Rheumatoid lung disease,,,,NA,NA,NA,
M05.1,M051,DAGGER,1,Rheumatoid lung disease,,,J99.0,NA,NA,NA,
M05.10,M0510,DAGGER,1,Rheumatoid lung disease,,Multiple sites,J99.0,NA,NA,NA,
M05.11,M0511,DAGGER,1,Rheumatoid lung disease,,Shoulder region,J99.0,NA,NA,NA,
M05.12,M0512,DAGGER,1,Rheumatoid lung disease,,Upper arm,J99.0,NA,NA,NA,
M05.13,M0513,DAGGER,1,Rheumatoid lung disease,,Forearm,J99.0,NA,NA,NA,
M05.14,M0514,DAGGER,1,Rheumatoid lung disease,,Hand,J99.0,NA,NA,NA,
M05.15,M0515,DAGGER,1,Rheumatoid lung disease,,Pelvic region and thigh,J99.0,NA,NA,NA,
M05.16,M0516,DAGGER,1,Rheumatoid lung disease,,Lower leg,J99.0,NA,NA,NA,
M05.17,M0517,DAGGER,1,Rheumatoid lung disease,,Ankle and foot,J99.0,NA,NA,NA,
M05.18,M0518,DAGGER,1,Rheumatoid lung disease,,Other,J99.0,NA,NA,NA,
M05.19,M0519,DAGGER,1,Rheumatoid lung disease,,Site unspecified,J99.0,NA,NA,NA,
P25,P25,DEFAULT,3,Interstitial emphysema and related conditions originating in the perinatal period,,,,NA,NA,NA,
P25.0,P250,DEFAULT,3,Interstitial emphysema originating in the perinatal period,,,,NA,NA,1,
P25.8,P258,DEFAULT,3,Other conditions related to interstitial emphysema originating in the perinatal period,,,,NA,NA,1,
P75,P75X,ASTERISK,2,Meconium ileus in cystic fibrosis,,,,NA,NA,1,
Q33.4,Q334,DEFAULT,3,Congenital bronchiectasis,,,,NA,NA,NA,
T79.7,T797,DEFAULT,3,Traumatic subcutaneous emphysema,,,,NA,NA,NA,
T86.3,T863,DEFAULT,3,Heart-lung transplant failure and rejection,,,,NA,NA,NA,
Z94.2,Z942,DEFAULT,0,Lung transplant status,,,,NA,NA,NA,
